PROBE_ID,SEQ_ID,BH_FDR,Time_Effect
708_CYTH1_9267;69,708_CYTH1_9267,0.00001283,0.4162
1149_ARF3_377;1,1149_ARF3_377,0.00002277,0.4161
1145_PRR15L_79170;57,1145_PRR15L_79170,0.00001029,0.416
698_SF1_7536;177,698_SF1_7536,0.00000137,0.416
936_SESN3_143686;21,936_SESN3_143686,0.0000042,0.416
1431_ZNF462_58499;1917,1431_ZNF462_58499,0.00000358,0.4159
180_GLTSCR2_29997;217,180_GLTSCR2_29997,0.00000049,0.4159
PRCAT236_T273012_G063396_1_1305_2057_753;117,PRCAT236_T273012_G063396_1_1305_2057_753,0.00000717,0.4158
1041_MLL_4297;257,1041_MLL_4297,0.00000633,0.4158
271_RPS4X_6191;113,271_RPS4X_6191,0.00002294,0.4158
1077_NPM1_4869;197,1077_NPM1_4869,0.00000017,0.4156
1258_SRSF10_10772;173,1258_SRSF10_10772,0.00000056,0.4156
202_NACA_4666;1693,202_NACA_4666,0.0000009,0.4156
PRO14;2093,PRO14,0.00000164,0.4155
1397_SAR1B_51128;13,1397_SAR1B_51128,0.00002018,0.4155
141_CAMKK2_10645;481,141_CAMKK2_10645,0.00066193,0.4155
619_NSUN2_54888;497,619_NSUN2_54888,0.00005695,0.4155
647_GOLGB1_2804;985,647_GOLGB1_2804,0.0000014,0.4155
768_NUCKS1_64710;161,768_NUCKS1_64710,0.00000273,0.4155
1310_TADA3_10474;405,1310_TADA3_10474,0.0000013,0.4154
1091_RBBP6_5930;29,1091_RBBP6_5930,0.0000003,0.4153
1357_BZW1_9689;5,1357_BZW1_9689,0.00000156,0.4153
613_FNBP4_23360;917,613_FNBP4_23360,0.00000499,0.4153
731_F5_2153;337,731_F5_2153,0.00001742,0.4153
1330_PDIA4_9601;509,1330_PDIA4_9601,0.00000037,0.4152
773_PHF8_23133;237,773_PHF8_23133,0.00008595,0.4152
CAT668.2_T283555_G066082_2_6783_7376_594;5,CAT668.2_T283555_G066082_2_6783_7376_594,0.0000018,0.4151
112_RPL19_6143;157,112_RPL19_6143,0.0000005,0.4151
919_HADHB_3032;173,919_HADHB_3032,0.00000399,0.4151
101_HSPH1_10808;253,101_HSPH1_10808,0.00001138,0.415
903_AHSA2_130872;65,903_AHSA2_130872,0.00008116,0.415
754_AZGP1_563;213,754_AZGP1_563,0.00000678,0.4149
946_NKTR_4820;761,946_NKTR_4820,0.00000131,0.4149
PRO18;889,PRO18,0.00005919,0.4148
120_NPIPL3_23117;1025,120_NPIPL3_23117,0.00000068,0.4147
1289_MSH6_2956;293,1289_MSH6_2956,0.00008943,0.4147
30_LOC100132247_100132247;1025,30_LOC100132247_100132247,0.00000068,0.4147
693_ZMAT2_153527;121,693_ZMAT2_153527,0.00000031,0.4147
1243_DUSP16_80824;469,1243_DUSP16_80824,0.00000023,0.4146
1375_ARID4B_51742;1121,1375_ARID4B_51742,0.0000008,0.4146
185_NGFRAP1_27018;77,185_NGFRAP1_27018,0.00000557,0.4146
526_PDIA3_2923;221,526_PDIA3_2923,0.00000203,0.4146
CAT239_T189457_G043567_1_3047_3727_681;29,CAT239_T189457_G043567_1_3047_3727_681,0.00000954,0.4145
PCA29;461,PCA29,0.00001187,0.4145
1098_ARGLU1_55082;25,1098_ARGLU1_55082,0.00000447,0.4144
1298_MYO19_80179;805,1298_MYO19_80179,0.00005768,0.4144
88_RPL22_6146;73,88_RPL22_6146,0.00002593,0.4144
946_NKTR_4820;981,946_NKTR_4820,0.00000086,0.4144
1041_MLL_4297;729,1041_MLL_4297,0.00053722,0.4143
235_ATP2C1_27032;621,235_ATP2C1_27032,0.00000148,0.4143
417_PNISR_25957;585,417_PNISR_25957,0.00010111,0.4143
696_ECI2_10455;57,696_ECI2_10455,0.00004575,0.4143
1157_KRAS_3845;177,1157_KRAS_3845,0.00000962,0.414
272_HBB_3043;53,272_HBB_3043,0.00000361,0.4139
458_RBM8A_9939;153,458_RBM8A_9939,0.00001578,0.4138
696_ECI2_10455;325,696_ECI2_10455,0.00007517,0.4138
334_RALBP1_10928;109,334_RALBP1_10928,0.00000173,0.4137
729_HSPA8_3312;237,729_HSPA8_3312,0.00006793,0.4137
967_FAM111A_63901;493,967_FAM111A_63901,0.0000006,0.4137
1253_ANKRD11_29123;1253,1253_ANKRD11_29123,0.00000095,0.4136
1310_TADA3_10474;401,1310_TADA3_10474,0.00000568,0.4136
235_ATP2C1_27032;613,235_ATP2C1_27032,0.00002607,0.4136
449_GALNT11_63917;369,449_GALNT11_63917,0.00015203,0.4135
589_FDPS_2224;249,589_FDPS_2224,0.00007217,0.4135
539_MAML1_9794;61,539_MAML1_9794,0.00000968,0.4134
95_AHNAK_79026;2437,95_AHNAK_79026,0.00000015,0.4134
503_KIF5C_3800;909,503_KIF5C_3800,0.00000635,0.4133
1059_NEMF_9147;873,1059_NEMF_9147,0.00000091,0.4132
1407_FXR1_8087;113,1407_FXR1_8087,0.00000049,0.4131
928_LOC653061_653061;5,928_LOC653061_653061,0.00000076,0.4131
1179_CXXC5_51523;257,1179_CXXC5_51523,0.00004159,0.413
137_RPL14_9045;129,137_RPL14_9045,0.00000029,0.413
1411_MAFG_4097;53,1411_MAFG_4097,0.00006706,0.413
535_MKRN1_23608;305,535_MKRN1_23608,0.00002981,0.413
660_GRB10_2887;293,660_GRB10_2887,0.00000535,0.413
714_MYH9_4627;1833,714_MYH9_4627,0.00000123,0.413
1430_DLD_1738;269,1430_DLD_1738,0.00000106,0.4129
1310_TADA3_10474;397,1310_TADA3_10474,0.00000447,0.4128
385_EIF3D_8664;209,385_EIF3D_8664,0.00006293,0.4128
491_KDELR2_11014;197,491_KDELR2_11014,0.00000473,0.4127
1184_RIPK4_54101;37,1184_RIPK4_54101,0.00014255,0.4126
125_RPS27A_6233;65,125_RPS27A_6233,0.00018188,0.4126
1303_RUFY1_80230;157,1303_RUFY1_80230,0.0000066,0.4126
215_ATP6V1G1_9550;25,215_ATP6V1G1_9550,0.00000085,0.4126
147_RPL36_25873;89,147_RPL36_25873,0.00000036,0.4125
622_SNRPD1_6632;77,622_SNRPD1_6632,0.00001171,0.4125
1183_MDK_4192;13,1183_MDK_4192,0.00000859,0.4124
180_GLTSCR2_29997;89,180_GLTSCR2_29997,0.00001105,0.4124
721_HADH_3033;65,721_HADH_3033,0.00000442,0.4124
731_F5_2153;333,731_F5_2153,0.00000512,0.4124
1114_STAG3L1_54441;53,1114_STAG3L1_54441,0.00005846,0.4123
1322_NIT2_56954;101,1322_NIT2_56954,0.00001028,0.4123
967_FAM111A_63901;489,967_FAM111A_63901,0.00000028,0.4123
1253_ANKRD11_29123;1065,1253_ANKRD11_29123,0.0000021,0.4121
1373_TPM3_7170;5,1373_TPM3_7170,0.00000043,0.4121
211_RPS15_6209;57,211_RPS15_6209,0.00000252,0.4121
1138_SNRNP200_23020;2081,1138_SNRNP200_23020,0.00000341,0.412
1285_MICAL2_9645;69,1285_MICAL2_9645,0.00001844,0.4119
1344_SEC31A_22872;613,1344_SEC31A_22872,0.00000674,0.4119
224_RPL23A_6147;21,224_RPL23A_6147,0.00000732,0.4119
618_FKBP5_2289;385,618_FKBP5_2289,0.00000217,0.4119
77_SP100_6672;549,77_SP100_6672,0.00004322,0.4119
ADT20;173,ADT20,0.00010028,0.4118
417_PNISR_25957;657,417_PNISR_25957,0.00000012,0.4117
885_TBCD_6904;1073,885_TBCD_6904,0.00000132,0.4117
453_NCL_4691;73,453_NCL_4691,0.00000173,0.4116
486_SRPR_6734;165,486_SRPR_6734,0.00000027,0.4116
844_FNBP1L_54874;41,844_FNBP1L_54874,0.00002073,0.4116
1000_H2AFY_9555;5,1000_H2AFY_9555,0.00000057,0.4115
1045_STRBP_55342;193,1045_STRBP_55342,0.00001881,0.4115
661_EDF1_8721;13,661_EDF1_8721,0.00000177,0.4115
1292_RAN_5901;117,1292_RAN_5901,0.00000145,0.4114
350_RPL28_6158;125,350_RPL28_6158,0.0000005,0.4114
814_CASP9_842;397,814_CASP9_842,0.00003832,0.4114
1079_IST1_9798;9,1079_IST1_9798,0.00009302,0.4113
460_NOTCH2_4853;1689,460_NOTCH2_4853,0.0002612,0.4113
726_HIPK2_28996;217,726_HIPK2_28996,0.0000319,0.4113
95_AHNAK_79026;1973,95_AHNAK_79026,0.0000026,0.4113
9_RAX2_84839;69,9_RAX2_84839,0.00012256,0.4113
415_EPAS1_2034;145,415_EPAS1_2034,0.00000584,0.4112
556_POGZ_23126;489,556_POGZ_23126,0.00008024,0.4112
922_CEP95_90799;597,922_CEP95_90799,0.00005997,0.4112
CTA18;353,CTA18,0.00004988,0.4111
604_RPL10L_140801;37,604_RPL10L_140801,0.00000043,0.4111
876_SON_6651;1801,876_SON_6651,0.00000038,0.4111
1360_DCAF13_25879;413,1360_DCAF13_25879,0.00001065,0.411
349_PARP1_142;933,349_PARP1_142,0.00002617,0.411
416_CCDC47_57003;469,416_CCDC47_57003,0.00000303,0.411
682_ARFGAP3_26286;217,682_ARFGAP3_26286,0.00000251,0.411
CTA22;113,CTA22,0.00018976,0.4109
1296_EXOC7_23265;253,1296_EXOC7_23265,0.00000111,0.4109
1434_PKN2_5586;137,1434_PKN2_5586,0.00000225,0.4109
768_NUCKS1_64710;157,768_NUCKS1_64710,0.00000736,0.4109
1143_PHF2_5253;557,1143_PHF2_5253,0.00000138,0.4108
1207_PAFAH1B1_5048;53,1207_PAFAH1B1_5048,0.00005729,0.4108
327_AP3D1_8943;857,327_AP3D1_8943,0.0000028,0.4108
653_NUFIP2_57532;157,653_NUFIP2_57532,0.00000266,0.4108
1183_MDK_4192;101,1183_MDK_4192,0.00000416,0.4105
389_RPL6_6128;65,389_RPL6_6128,0.00001885,0.4105
453_NCL_4691;373,453_NCL_4691,0.00000374,0.4103
657_LRPAP1_4043;113,657_LRPAP1_4043,0.00000961,0.4103
854_SORL1_6653;1969,854_SORL1_6653,0.00000282,0.4103
1201_UIMC1_51720;21,1201_UIMC1_51720,0.00051932,0.4102
775_KIAA2013_90231;261,775_KIAA2013_90231,0.00006867,0.4101
19_NPIP_9284;109,19_NPIP_9284,0.00000399,0.41
SPATA41_T123512_G029083_1_801_1718_918;69,SPATA41_T123512_G029083_1_801_1718_918,0.00000334,0.4099
CAT1686_T107057_G025268_1_5122_5934_813;229,CAT1686_T107057_G025268_1_5122_5934_813,0.00000167,0.4098
1178_C12orf51_283450;2893,1178_C12orf51_283450,0.00000107,0.4098
18_RPL18_6141;169,18_RPL18_6141,0.00000229,0.4098
612_ARHGAP1_392;145,612_ARHGAP1_392,0.00002509,0.4098
765_ANKRD36_375248;169,765_ANKRD36_375248,0.00016354,0.4098
990_AKAP9_10142;2661,990_AKAP9_10142,0.00000067,0.4098
818_ILF3_3609;445,818_ILF3_3609,0.00000017,0.4097
852_RAI1_10743;1441,852_RAI1_10743,0.00001103,0.4097
PCA19;97,PCA19,0.00029318,0.4096
1040_DIAPH1_1729;9,1040_DIAPH1_1729,0.00000039,0.4095
941_PSMC1_5700;37,941_PSMC1_5700,0.00001636,0.4095
105_HIST2H2AA4_723790;113,105_HIST2H2AA4_723790,0.00000062,0.4094
1190_HIST1H2AG_8969;113,1190_HIST1H2AG_8969,0.00000062,0.4094
1205_HIST1H2AH_85235;113,1205_HIST1H2AH_85235,0.00000062,0.4094
331_HIST1H2AD_3013;113,331_HIST1H2AD_3013,0.00000062,0.4094
557_CTDSP1_58190;21,557_CTDSP1_58190,0.00000105,0.4094
702_ZNF395_55893;1,702_ZNF395_55893,0.00007437,0.4094
712_HIST1H2AK_8330;113,712_HIST1H2AK_8330,0.00000062,0.4094
840_HIST1H2AM_8336;113,840_HIST1H2AM_8336,0.00000062,0.4094
935_HIPK3_10114;13,935_HIPK3_10114,0.00000205,0.4094
981_HIST3H2A_92815;113,981_HIST3H2A_92815,0.00000062,0.4094
1010_LDLR_3949;801,1010_LDLR_3949,0.00003384,0.4093
1157_KRAS_3845;157,1157_KRAS_3845,0.00035143,0.4093
137_RPL14_9045;89,137_RPL14_9045,0.00000252,0.4093
531_SMARCA4_6597;1453,531_SMARCA4_6597,0.00000073,0.4093
610_USP9X_8239;1781,610_USP9X_8239,0.00004332,0.4093
1147_PPA1_5464;233,1147_PPA1_5464,0.00000036,0.4092
1004_TRIP12_9320;57,1004_TRIP12_9320,0.00000109,0.4091
714_MYH9_4627;1037,714_MYH9_4627,0.00000069,0.4091
95_AHNAK_79026;3857,95_AHNAK_79026,0.00000253,0.4091
95_AHNAK_79026;3985,95_AHNAK_79026,0.00000253,0.4091
95_AHNAK_79026;4241,95_AHNAK_79026,0.00000253,0.4091
95_AHNAK_79026;4369,95_AHNAK_79026,0.00000253,0.4091
114_SRRM2_23524;197,114_SRRM2_23524,0.0000266,0.409
1287_MYO6_4646;633,1287_MYO6_4646,0.00000222,0.409
951_ENTPD6_955;197,951_ENTPD6_955,0.00000826,0.409
1024_NPEPPS_9520;457,1024_NPEPPS_9520,0.00000031,0.4089
1147_PPA1_5464;225,1147_PPA1_5464,0.00000195,0.4089
1041_MLL_4297;3537,1041_MLL_4297,0.00000028,0.4088
1408_ESRP2_80004;533,1408_ESRP2_80004,0.00000483,0.4088
42_RPL35_11224;73,42_RPL35_11224,0.00001006,0.4088
531_SMARCA4_6597;969,531_SMARCA4_6597,0.00013349,0.4088
867_KHDRBS1_10657;193,867_KHDRBS1_10657,0.00000089,0.4087
112_RPL19_6143;117,112_RPL19_6143,0.00025528,0.4086
352_HP1BP3_50809;529,352_HP1BP3_50809,0.00000058,0.4086
707_MORF4L1_10933;21,707_MORF4L1_10933,0.00002913,0.4086
224_RPL23A_6147;29,224_RPL23A_6147,0.00003455,0.4085
401_RPN1_6184;101,401_RPN1_6184,0.00000214,0.4085
650_SQLE_6713;1,650_SQLE_6713,0.00008006,0.4085
977_SECISBP2_79048;517,977_SECISBP2_79048,0.00000226,0.4085
12_HSP90AA1_3320;265,12_HSP90AA1_3320,0.00000293,0.4083
465_DHCR24_1718;101,465_DHCR24_1718,0.00001305,0.4083
714_MYH9_4627;1013,714_MYH9_4627,0.00000085,0.4083
834_SRSF4_6429;337,834_SRSF4_6429,0.00000196,0.4083
1284_MGP_4256;85,1284_MGP_4256,0.00015249,0.4082
503_KIF5C_3800;345,503_KIF5C_3800,0.00000013,0.4082
657_LRPAP1_4043;149,657_LRPAP1_4043,0.0000007,0.4082
853_NBR1_4077;297,853_NBR1_4077,0.00000099,0.4082
CTA6;205,CTA6,0.00000047,0.4081
211_RPS15_6209;41,211_RPS15_6209,0.00006832,0.4081
951_ENTPD6_955;193,951_ENTPD6_955,0.00001353,0.4081
1350_MDH1_4190;113,1350_MDH1_4190,0.00000037,0.408
147_RPL36_25873;25,147_RPL36_25873,0.00005958,0.408
334_RALBP1_10928;101,334_RALBP1_10928,0.00050461,0.408
538_THRAP3_9967;713,538_THRAP3_9967,0.00000164,0.408
656_ANK3_288;29,656_ANK3_288,0.0000005,0.408
1375_ARID4B_51742;813,1375_ARID4B_51742,0.00004188,0.4079
1427_PFKM_5213;677,1427_PFKM_5213,0.00000185,0.4079
346_WASH2P_375260;77,346_WASH2P_375260,0.0000017,0.4079
632_NOS1_4842;965,632_NOS1_4842,0.00009577,0.4079
266_UTRN_7402;2857,266_UTRN_7402,0.00018426,0.4078
707_MORF4L1_10933;37,707_MORF4L1_10933,0.00001103,0.4078
126_ND4_4538;45,126_ND4_4538,0.00000126,0.4077
1427_PFKM_5213;465,1427_PFKM_5213,0.00000062,0.4077
162_CEBPD_1052;201,162_CEBPD_1052,0.00000791,0.4077
196_HNRNPM_4670;45,196_HNRNPM_4670,0.00000126,0.4077
767_DDX50_79009;21,767_DDX50_79009,0.00000082,0.4077
CAT1367_T060449_G014057_1_30_1331_1302;385,CAT1367_T060449_G014057_1_30_1331_1302,0.00006867,0.4076
1314_RCN1_5954;109,1314_RCN1_5954,0.00000928,0.4076
1375_ARID4B_51742;33,1375_ARID4B_51742,0.00051244,0.4076
1434_PKN2_5586;489,1434_PKN2_5586,0.0000036,0.4076
580_HMGB1_3146;85,580_HMGB1_3146,0.00000013,0.4076
1138_SNRNP200_23020;1437,1138_SNRNP200_23020,0.00007834,0.4075
327_AP3D1_8943;749,327_AP3D1_8943,0.00000017,0.4075
662_AUTS2_26053;109,662_AUTS2_26053,0.00000683,0.4075
PRO29;25,PRO29,0.00002576,0.4074
219_RPL36AL_6166;5,219_RPL36AL_6166,0.00000833,0.4074
60_RPL36A_6173;5,60_RPL36A_6173,0.00000833,0.4074
922_CEP95_90799;653,922_CEP95_90799,0.00000353,0.4074
967_FAM111A_63901;189,967_FAM111A_63901,0.00007401,0.4072
1062_BCLAF1_9774;21,1062_BCLAF1_9774,0.00004089,0.407
861_PNN_5411;137,861_PNN_5411,0.00010931,0.407
170_C15orf63_25764;77,170_C15orf63_25764,0.00000195,0.4068
1138_SNRNP200_23020;689,1138_SNRNP200_23020,0.00004064,0.4067
125_RPS27A_6233;97,125_RPS27A_6233,0.00003198,0.4067
126_ND4_4538;41,126_ND4_4538,0.00000141,0.4066
196_HNRNPM_4670;41,196_HNRNPM_4670,0.00000141,0.4066
751_TRAM1_23471;105,751_TRAM1_23471,0.00000468,0.4066
852_RAI1_10743;1161,852_RAI1_10743,0.00001071,0.4066
1077_NPM1_4869;225,1077_NPM1_4869,0.00000038,0.4065
1160_CYFIP1_23191;101,1160_CYFIP1_23191,0.01030231,0.4065
118_RPS7_6201;65,118_RPS7_6201,0.00001395,0.4064
721_HADH_3033;73,721_HADH_3033,0.00000708,0.4064
773_PHF8_23133;101,773_PHF8_23133,0.00000171,0.4064
876_SON_6651;1889,876_SON_6651,0.00000154,0.4064
1212_PCF11_51585;365,1212_PCF11_51585,0.0000007,0.4063
852_RAI1_10743;1713,852_RAI1_10743,0.00000397,0.4063
1132_SH3RF1_57630;285,1132_SH3RF1_57630,0.00000057,0.4062
47_ARL6IP1_23204;185,47_ARL6IP1_23204,0.00000429,0.4062
939_RNF220_55182;317,939_RNF220_55182,0.00000101,0.4062
95_AHNAK_79026;3337,95_AHNAK_79026,0.00000183,0.4062
1040_DIAPH1_1729;1209,1040_DIAPH1_1729,0.00000119,0.4061
1041_MLL_4297;225,1041_MLL_4297,0.00008295,0.4061
1330_PDIA4_9601;565,1330_PDIA4_9601,0.00000949,0.4061
1004_TRIP12_9320;221,1004_TRIP12_9320,0.00000445,0.406
1041_MLL_4297;3529,1041_MLL_4297,0.00000171,0.406
1143_PHF2_5253;889,1143_PHF2_5253,0.00000228,0.406
271_RPS4X_6191;121,271_RPS4X_6191,0.00001044,0.406
1142_NOP56_10528;553,1142_NOP56_10528,0.00000341,0.4059
1202_CTNNA1_1495;881,1202_CTNNA1_1495,0.00000068,0.4059
1306_SLC38A1_81539;373,1306_SLC38A1_81539,0.00001913,0.4059
834_SRSF4_6429;349,834_SRSF4_6429,0.00000209,0.4059
95_AHNAK_79026;4113,95_AHNAK_79026,0.00001181,0.4059
95_AHNAK_79026;4577,95_AHNAK_79026,0.00001181,0.4059
95_AHNAK_79026;5805,95_AHNAK_79026,0.00000446,0.4059
292_CSNK1D_1453;209,292_CSNK1D_1453,0.00002426,0.4058
889_CSNK1E_1454;209,889_CSNK1E_1454,0.00002426,0.4058
998_SLC38A10_124565;361,998_SLC38A10_124565,0.00000561,0.4058
1253_ANKRD11_29123;1597,1253_ANKRD11_29123,0.00021062,0.4057
1330_PDIA4_9601;561,1330_PDIA4_9601,0.00000712,0.4057
531_SMARCA4_6597;1405,531_SMARCA4_6597,0.00000651,0.4057
95_AHNAK_79026;869,95_AHNAK_79026,0.00000338,0.4057
990_AKAP9_10142;3717,990_AKAP9_10142,0.00014393,0.4057
1041_MLL_4297;957,1041_MLL_4297,0.00000248,0.4056
104_RPL23_9349;65,104_RPL23_9349,0.00000564,0.4056
1376_MORF4L2_9643;73,1376_MORF4L2_9643,0.00000373,0.4056
580_HMGB1_3146;1,580_HMGB1_3146,0.00000174,0.4056
928_LOC653061_653061;13,928_LOC653061_653061,0.00001134,0.4056
1007_SEL1L3_23231;117,1007_SEL1L3_23231,0.00002862,0.4055
18_RPL18_6141;37,18_RPL18_6141,0.00002684,0.4055
244_RPL7_6129;209,244_RPL7_6129,0.00000178,0.4055
327_AP3D1_8943;157,327_AP3D1_8943,0.00036749,0.4054
544_MGST3_4259;29,544_MGST3_4259,0.00000091,0.4054
295_ULK1_8408;45,295_ULK1_8408,0.0000027,0.4053
446_RPL26_6154;13,446_RPL26_6154,0.00000082,0.4053
683_MRPL3_11222;285,683_MRPL3_11222,0.00001093,0.4053
771_HNRNPR_10236;413,771_HNRNPR_10236,0.00001326,0.4053
955_TCEA1_6917;237,955_TCEA1_6917,0.00000205,0.4053
ADT3;5,ADT3,0.00000373,0.4052
1391_PDIA5_10954;37,1391_PDIA5_10954,0.00000674,0.4051
303_RPL13AP3_645683;89,303_RPL13AP3_645683,0.00000087,0.4051
49_U2AF1_7307;189,49_U2AF1_7307,0.00024328,0.4051
861_PNN_5411;545,861_PNN_5411,0.00000072,0.4051
1294_CAPRIN1_4076;61,1294_CAPRIN1_4076,0.00000384,0.405
1355_SIVA1_10572;33,1355_SIVA1_10572,0.00012398,0.405
80_RPL27A_6157;105,80_RPL27A_6157,0.00000153,0.405
919_HADHB_3032;177,919_HADHB_3032,0.00000211,0.405
1069_PTRH2_51651;105,1069_PTRH2_51651,0.00008683,0.4049
356_DNAJA4_55466;13,356_DNAJA4_55466,0.00000051,0.4049
PCA10;57,PCA10,0.00000233,0.4048
1057_SRRM1_10250;165,1057_SRRM1_10250,0.00000391,0.4048
1307_TSG101_7251;361,1307_TSG101_7251,0.00080475,0.4048
619_NSUN2_54888;429,619_NSUN2_54888,0.00000168,0.4048
660_GRB10_2887;297,660_GRB10_2887,0.00034312,0.4048
305_NFE2L1_4779;757,305_NFE2L1_4779,0.00000103,0.4047
389_RPL6_6128;153,389_RPL6_6128,0.00046877,0.4047
CTA11;421,CTA11,0.00000377,0.4046
172_GOLGA6L9_440295;37,172_GOLGA6L9_440295,0.00000326,0.4046
531_SMARCA4_6597;437,531_SMARCA4_6597,0.00030849,0.4046
906_GTF3A_2971;109,906_GTF3A_2971,0.00001199,0.4046
1272_GTPBP4_23560;337,1272_GTPBP4_23560,0.00000113,0.4045
329_FOLH1_2346;201,329_FOLH1_2346,0.00001457,0.4045
1059_NEMF_9147;517,1059_NEMF_9147,0.00003571,0.4044
1431_ZNF462_58499;1205,1431_ZNF462_58499,0.00012886,0.4043
1121_RPL22L1_200916;65,1121_RPL22L1_200916,0.0000276,0.4041
1287_MYO6_4646;1113,1287_MYO6_4646,0.000251,0.4041
48_RPS6_6194;209,48_RPS6_6194,0.00000029,0.4041
1037_SUZ12_23512;181,1037_SUZ12_23512,0.00016516,0.404
CTA18;81,CTA18,0.00000252,0.4039
536_MANF_7873;133,536_MANF_7873,0.00000168,0.4039
922_CEP95_90799;457,922_CEP95_90799,0.00024049,0.4039
1069_PTRH2_51651;33,1069_PTRH2_51651,0.00000068,0.4038
1362_ADD1_118;285,1362_ADD1_118,0.00041712,0.4038
660_GRB10_2887;301,660_GRB10_2887,0.00007485,0.4037
1036_WWC1_23286;165,1036_WWC1_23286,0.00000043,0.4036
507_H1F0_3005;153,507_H1F0_3005,0.00000237,0.4036
PRCAT188.2_T382727_G090657_1_4263_4976_714;189,PRCAT188.2_T382727_G090657_1_4263_4976_714,0.00022228,0.4035
1171_SF3B1_23451;189,1171_SF3B1_23451,0.00000673,0.4035
178_ZC3H11A_9877;657,178_ZC3H11A_9877,0.00000502,0.4035
179_ATF4_468;281,179_ATF4_468,0.00000052,0.4035
281_RPL29_6159;97,281_RPL29_6159,0.00000847,0.4035
930_CEBPB_1051;253,930_CEBPB_1051,0.00000099,0.4035
704_XRCC6_2547;241,704_XRCC6_2547,0.00000715,0.4034
720_SNRPC_6631;21,720_SNRPC_6631,0.00000272,0.4034
773_PHF8_23133;1041,773_PHF8_23133,0.00000592,0.4034
28_EEF1D_1936;185,28_EEF1D_1936,0.00000538,0.4033
363_EEF1B2_1933;129,363_EEF1B2_1933,0.00000538,0.4033
526_PDIA3_2923;493,526_PDIA3_2923,0.00001285,0.4033
552_ADAR_103;1189,552_ADAR_103,0.00000399,0.4033
876_SON_6651;2033,876_SON_6651,0.00000314,0.4033
1212_PCF11_51585;353,1212_PCF11_51585,0.00000023,0.4031
1289_MSH6_2956;841,1289_MSH6_2956,0.00000103,0.4031
677_ZNF598_90850;845,677_ZNF598_90850,0.00000067,0.4031
1010_LDLR_3949;497,1010_LDLR_3949,0.00000968,0.403
469_ASRGL1_80150;145,469_ASRGL1_80150,0.00000273,0.403
933_VCP_7415;81,933_VCP_7415,0.00002913,0.403
95_AHNAK_79026;2765,95_AHNAK_79026,0.00000749,0.403
95_AHNAK_79026;3149,95_AHNAK_79026,0.00000749,0.403
1316_DNAJB1_3337;173,1316_DNAJB1_3337,0.00000231,0.4029
801_GRSF1_2926;329,801_GRSF1_2926,0.00000054,0.4029
PCA6;921,PCA6,0.00001067,0.4028
1037_SUZ12_23512;721,1037_SUZ12_23512,0.00001135,0.4028
47_ARL6IP1_23204;109,47_ARL6IP1_23204,0.00061516,0.4028
708_CYTH1_9267;265,708_CYTH1_9267,0.00014138,0.4028
887_DNAJC10_54431;385,887_DNAJC10_54431,0.00000993,0.4028
293_RPL7A_6130;65,293_RPL7A_6130,0.00003074,0.4027
1201_UIMC1_51720;5,1201_UIMC1_51720,0.00000019,0.4026
126_ND4_4538;205,126_ND4_4538,0.00001647,0.4025
1385_ITGB1_3688;81,1385_ITGB1_3688,0.00000263,0.4025
196_HNRNPM_4670;205,196_HNRNPM_4670,0.00001647,0.4025
81_RPS8_6202;41,81_RPS8_6202,0.00001181,0.4025
121_OGT_8473;989,121_OGT_8473,0.00010669,0.4024
1370_GOLPH3_64083;209,1370_GOLPH3_64083,0.00000011,0.4024
1426_FAM164A_51101;161,1426_FAM164A_51101,0.000001,0.4024
555_RAD21_5885;317,555_RAD21_5885,0.00000026,0.4024
903_AHSA2_130872;221,903_AHSA2_130872,0.00001286,0.4024
179_ATF4_468;277,179_ATF4_468,0.00000869,0.4023
199_MAEA_10296;69,199_MAEA_10296,0.00161302,0.4023
224_RPL23A_6147;41,224_RPL23A_6147,0.00006054,0.4022
935_HIPK3_10114;309,935_HIPK3_10114,0.00000728,0.4022
512_HIST1H2BK_85236;1,512_HIST1H2BK_85236,0.00000886,0.4021
569_NAP1L1_4673;189,569_NAP1L1_4673,0.00000698,0.4021
791_HIST1H2BF_8343;1,791_HIST1H2BF_8343,0.00000886,0.4021
1040_DIAPH1_1729;1161,1040_DIAPH1_1729,0.00000183,0.402
95_AHNAK_79026;2561,95_AHNAK_79026,0.0000005,0.402
1086_RBPJ_3516;149,1086_RBPJ_3516,0.00014167,0.4019
175_IRF2BP2_359948;345,175_IRF2BP2_359948,0.00000084,0.4019
516_TACSTD2_4070;69,516_TACSTD2_4070,0.00000133,0.4018
538_THRAP3_9967;37,538_THRAP3_9967,0.00012063,0.4018
21_GTF2I_2969;425,21_GTF2I_2969,0.00001995,0.4017
656_ANK3_288;3321,656_ANK3_288,0.0000383,0.4017
1258_SRSF10_10772;177,1258_SRSF10_10772,0.00001084,0.4016
167_ATP5E_514;37,167_ATP5E_514,0.00000203,0.4016
977_SECISBP2_79048;369,977_SECISBP2_79048,0.0000005,0.4016
1041_MLL_4297;1069,1041_MLL_4297,0.00001672,0.4015
107_RPS27_6232;13,107_RPS27_6232,0.00002742,0.4015
1132_SH3RF1_57630;293,1132_SH3RF1_57630,0.00000219,0.4015
21_GTF2I_2969;885,21_GTF2I_2969,0.00001055,0.4015
95_AHNAK_79026;2245,95_AHNAK_79026,0.0000003,0.4015
